HISTOGRAM: ../bin/data/AlcoyH_salida.xyz.csv
N_puntos: 20380212
N_nodos: 153205
N_nodos_hoja: 114898
MinRadius: 1.4 m
Area_minima: 7.84 m^2

OBSERVADO: 
N_medio_pts/nodo: 177
__min: 0
__max: 3947
Densidad_media: 22.6246
__min: 0
__max: 503.444

ESTIMADO: 
N_medio_pts/nodo: 59.3776
Densidad_media: 7.57367

x_i n_i x_i*n_i rho_i rho_i*n_i
595 17 10115 75.8929 1290.18
596 8 4768 76.0204 608.163
597 15 8955 76.148 1142.22
598 14 8372 76.2755 1067.86
599 11 6589 76.4031 840.434
600 10 6000 76.5306 765.306
601 15 9015 76.6582 1149.87
602 12 7224 76.7857 921.429
603 13 7839 76.9133 999.872
604 7 4228 77.0408 539.286
605 11 6655 77.1684 848.852
606 9 5454 77.2959 695.663
607 16 9712 77.4235 1238.78
608 15 9120 77.551 1163.27
609 8 4872 77.6786 621.429
610 22 13420 77.8061 1711.73
611 11 6721 77.9337 857.27
612 17 10404 78.0612 1327.04
613 15 9195 78.1888 1172.83
614 11 6754 78.3163 861.48
615 9 5535 78.4439 705.995
616 11 6776 78.5714 864.286
617 9 5553 78.699 708.291
618 14 8652 78.8265 1103.57
619 15 9285 78.9541 1184.31
620 12 7440 79.0816 948.98
621 21 13041 79.2092 1663.39
622 13 8086 79.3367 1031.38
623 12 7476 79.4643 953.571
624 5 3120 79.5918 397.959
625 16 10000 79.7194 1275.51
626 8 5008 79.8469 638.776
627 16 10032 79.9745 1279.59
628 7 4396 80.102 560.714
629 11 6919 80.2296 882.526
630 18 11340 80.3571 1446.43
631 19 11989 80.4847 1529.21
632 17 10744 80.6122 1370.41
633 12 7596 80.7398 968.878
634 16 10144 80.8673 1293.88
635 7 4445 80.9949 566.964
636 9 5724 81.1225 730.102
637 15 9555 81.25 1218.75
638 10 6380 81.3776 813.776
639 17 10863 81.5051 1385.59
640 13 8320 81.6327 1061.22
641 5 3205 81.7602 408.801
642 13 8346 81.8878 1064.54
643 10 6430 82.0153 820.153
644 16 10304 82.1429 1314.29
645 11 7095 82.2704 904.975
