HISTOGRAM: ../bin/data/BrionFH_salida.xyz.csv
N_puntos: 42384876
N_nodos: 129797
N_nodos_hoja: 97342
MinRadius: 0.1 m
Area_minima: 0.04 m^2

OBSERVADO: 
N_medio_pts/nodo: 435
__min: 0
__max: 1024
Densidad_media: 10885.6
__min: 0
__max: 25600

ESTIMADO: 
N_medio_pts/nodo: 4.78799
Densidad_media: 119.7

x_i n_i x_i*n_i rho_i rho_i*n_i
430 202 86860 10750 2.1715e+06
431 238 102578 10775 2.56445e+06
432 190 82080 10800 2.052e+06
433 208 90064 10825 2.2516e+06
434 219 95046 10850 2.37615e+06
435 204 88740 10875 2.2185e+06
436 220 95920 10900 2.398e+06
437 195 85215 10925 2.13037e+06
438 254 111252 10950 2.7813e+06
439 205 89995 10975 2.24987e+06
440 236 103840 11000 2.596e+06
441 223 98343 11025 2.45857e+06
442 210 92820 11050 2.3205e+06
443 203 89929 11075 2.24822e+06
444 198 87912 11100 2.1978e+06
445 213 94785 11125 2.36962e+06
446 207 92322 11150 2.30805e+06
447 210 93870 11175 2.34675e+06
448 194 86912 11200 2.1728e+06
449 189 84861 11225 2.12152e+06
450 208 93600 11250 2.34e+06
451 198 89298 11275 2.23245e+06
452 206 93112 11300 2.3278e+06
453 215 97395 11325 2.43487e+06
454 218 98972 11350 2.4743e+06
455 214 97370 11375 2.43425e+06
456 185 84360 11400 2.109e+06
457 187 85459 11425 2.13647e+06
458 198 90684 11450 2.2671e+06
459 210 96390 11475 2.40975e+06
460 195 89700 11500 2.2425e+06
461 199 91739 11525 2.29347e+06
462 178 82236 11550 2.0559e+06
463 175 81025 11575 2.02562e+06
464 196 90944 11600 2.2736e+06
465 166 77190 11625 1.92975e+06
466 188 87608 11650 2.1902e+06
467 199 92933 11675 2.32332e+06
468 191 89388 11700 2.2347e+06
469 161 75509 11725 1.88772e+06
470 209 98230 11750 2.45575e+06
471 193 90903 11775 2.27257e+06
472 190 89680 11800 2.242e+06
473 187 88451 11825 2.21127e+06
474 187 88638 11850 2.21595e+06
475 218 103550 11875 2.58875e+06
476 181 86156 11900 2.1539e+06
477 168 80136 11925 2.0034e+06
478 157 75046 11950 1.87615e+06
479 146 69934 11975 1.74835e+06
480 162 77760 12000 1.944e+06
481 174 83694 12025 2.09235e+06
482 186 89652 12050 2.2413e+06
483 183 88389 12075 2.20972e+06
484 181 87604 12100 2.1901e+06
485 175 84875 12125 2.12187e+06
486 170 82620 12150 2.0655e+06
487 151 73537 12175 1.83842e+06
488 179 87352 12200 2.1838e+06
489 141 68949 12225 1.72372e+06
490 168 82320 12250 2.058e+06
491 173 84943 12275 2.12357e+06
492 155 76260 12300 1.9065e+06
493 155 76415 12325 1.91037e+06
494 159 78546 12350 1.96365e+06
495 178 88110 12375 2.20275e+06
496 152 75392 12400 1.8848e+06
497 155 77035 12425 1.92587e+06
498 155 77190 12450 1.92975e+06
499 151 75349 12475 1.88372e+06
500 154 77000 12500 1.925e+06
501 167 83667 12525 2.09167e+06
502 161 80822 12550 2.02055e+06
503 148 74444 12575 1.8611e+06
504 133 67032 12600 1.6758e+06
505 139 70195 12625 1.75487e+06
506 138 69828 12650 1.7457e+06
507 156 79092 12675 1.9773e+06
508 132 67056 12700 1.6764e+06
509 126 64134 12725 1.60335e+06
510 136 69360 12750 1.734e+06
511 145 74095 12775 1.85237e+06
512 142 72704 12800 1.8176e+06
513 136 69768 12825 1.7442e+06
514 131 67334 12850 1.68335e+06
515 155 79825 12875 1.99562e+06
516 140 72240 12900 1.806e+06
517 147 75999 12925 1.89997e+06
518 141 73038 12950 1.82595e+06
519 102 52938 12975 1.32345e+06
520 135 70200 13000 1.755e+06
521 113 58873 13025 1.47182e+06
522 136 70992 13050 1.7748e+06
523 120 62760 13075 1.569e+06
524 120 62880 13100 1.572e+06
525 116 60900 13125 1.5225e+06
526 123 64698 13150 1.61745e+06
527 121 63767 13175 1.59417e+06
528 124 65472 13200 1.6368e+06
529 115 60835 13225 1.52087e+06
530 123 65190 13250 1.62975e+06
531 125 66375 13275 1.65937e+06
532 113 60116 13300 1.5029e+06
533 107 57031 13325 1.42577e+06
534 127 67818 13350 1.69545e+06
535 134 71690 13375 1.79225e+06
536 121 64856 13400 1.6214e+06
537 99 53163 13425 1.32907e+06
538 123 66174 13450 1.65435e+06
539 110 59290 13475 1.48225e+06
540 132 71280 13500 1.782e+06
541 106 57346 13525 1.43365e+06
542 104 56368 13550 1.4092e+06
543 102 55386 13575 1.38465e+06
544 114 62016 13600 1.5504e+06
545 108 58860 13625 1.4715e+06
546 108 58968 13650 1.4742e+06
547 105 57435 13675 1.43587e+06
548 87 47676 13700 1.1919e+06
549 100 54900 13725 1.3725e+06
550 93 51150 13750 1.27875e+06
551 120 66120 13775 1.653e+06
552 110 60720 13800 1.518e+06
553 116 64148 13825 1.6037e+06
554 84 46536 13850 1.1634e+06
555 98 54390 13875 1.35975e+06
556 88 48928 13900 1.2232e+06
557 88 49016 13925 1.2254e+06
558 89 49662 13950 1.24155e+06
559 99 55341 13975 1.38352e+06
560 80 44800 14000 1.12e+06
561 88 49368 14025 1.2342e+06
562 82 46084 14050 1.1521e+06
563 105 59115 14075 1.47787e+06
564 120 67680 14100 1.692e+06
565 93 52545 14125 1.31362e+06
566 95 53770 14150 1.34425e+06
