HISTOGRAM: ../bin/data/ArzuaH_salida.xyz.csv
N_puntos: 40706503
N_nodos: 224485
N_nodos_hoja: 168357
MinRadius: 0.1 m
Area_minima: 0.04 m^2

OBSERVADO: 
N_medio_pts/nodo: 241
__min: 0
__max: 512
Densidad_media: 6044.66
__min: 0
__max: 12800

ESTIMADO: 
N_medio_pts/nodo: 1.62829
Densidad_media: 40.7073

x_i n_i x_i*n_i rho_i rho_i*n_i
255 355 90525 6375 2.26312e+06
256 338 86528 6400 2.1632e+06
257 343 88151 6425 2.20377e+06
258 357 92106 6450 2.30265e+06
259 366 94794 6475 2.36985e+06
260 360 93600 6500 2.34e+06
261 358 93438 6525 2.33595e+06
262 334 87508 6550 2.1877e+06
263 359 94417 6575 2.36042e+06
264 366 96624 6600 2.4156e+06
265 365 96725 6625 2.41812e+06
266 338 89908 6650 2.2477e+06
267 359 95853 6675 2.39632e+06
268 360 96480 6700 2.412e+06
269 395 106255 6725 2.65637e+06
270 342 92340 6750 2.3085e+06
271 382 103522 6775 2.58805e+06
272 345 93840 6800 2.346e+06
273 341 93093 6825 2.32732e+06
274 360 98640 6850 2.466e+06
275 329 90475 6875 2.26187e+06
276 357 98532 6900 2.4633e+06
277 314 86978 6925 2.17445e+06
278 347 96466 6950 2.41165e+06
279 357 99603 6975 2.49007e+06
280 322 90160 7000 2.254e+06
281 341 95821 7025 2.39552e+06
282 314 88548 7050 2.2137e+06
283 354 100182 7075 2.50455e+06
284 350 99400 7100 2.485e+06
285 336 95760 7125 2.394e+06
286 352 100672 7150 2.5168e+06
287 357 102459 7175 2.56147e+06
288 319 91872 7200 2.2968e+06
289 352 101728 7225 2.5432e+06
290 347 100630 7250 2.51575e+06
291 315 91665 7275 2.29162e+06
292 351 102492 7300 2.5623e+06
293 365 106945 7325 2.67362e+06
294 363 106722 7350 2.66805e+06
295 338 99710 7375 2.49275e+06
296 351 103896 7400 2.5974e+06
297 364 108108 7425 2.7027e+06
298 334 99532 7450 2.4883e+06
299 351 104949 7475 2.62372e+06
300 340 102000 7500 2.55e+06
301 334 100534 7525 2.51335e+06
302 317 95734 7550 2.39335e+06
303 353 106959 7575 2.67397e+06
304 361 109744 7600 2.7436e+06
305 366 111630 7625 2.79075e+06
306 343 104958 7650 2.62395e+06
307 361 110827 7675 2.77067e+06
308 308 94864 7700 2.3716e+06
309 330 101970 7725 2.54925e+06
310 347 107570 7750 2.68925e+06
311 341 106051 7775 2.65127e+06
312 327 102024 7800 2.5506e+06
313 316 98908 7825 2.4727e+06
314 344 108016 7850 2.7004e+06
315 337 106155 7875 2.65387e+06
316 341 107756 7900 2.6939e+06
317 313 99221 7925 2.48052e+06
318 339 107802 7950 2.69505e+06
319 351 111969 7975 2.79922e+06
320 347 111040 8000 2.776e+06
321 352 112992 8025 2.8248e+06
322 339 109158 8050 2.72895e+06
323 276 89148 8075 2.2287e+06
324 340 110160 8100 2.754e+06
325 358 116350 8125 2.90875e+06
326 325 105950 8150 2.64875e+06
327 306 100062 8175 2.50155e+06
328 327 107256 8200 2.6814e+06
329 309 101661 8225 2.54152e+06
330 302 99660 8250 2.4915e+06
331 308 101948 8275 2.5487e+06
332 290 96280 8300 2.407e+06
333 298 99234 8325 2.48085e+06
334 281 93854 8350 2.34635e+06
335 290 97150 8375 2.42875e+06
336 301 101136 8400 2.5284e+06
337 281 94697 8425 2.36742e+06
338 273 92274 8450 2.30685e+06
339 310 105090 8475 2.62725e+06
340 285 96900 8500 2.4225e+06
341 300 102300 8525 2.5575e+06
342 296 101232 8550 2.5308e+06
343 296 101528 8575 2.5382e+06
344 263 90472 8600 2.2618e+06
345 297 102465 8625 2.56162e+06
346 291 100686 8650 2.51715e+06
347 285 98895 8675 2.47237e+06
348 286 99528 8700 2.4882e+06
349 261 91089 8725 2.27722e+06
350 281 98350 8750 2.45875e+06
351 274 96174 8775 2.40435e+06
352 281 98912 8800 2.4728e+06
353 281 99193 8825 2.47982e+06
354 278 98412 8850 2.4603e+06
355 307 108985 8875 2.72462e+06
356 268 95408 8900 2.3852e+06
357 273 97461 8925 2.43652e+06
358 276 98808 8950 2.4702e+06
359 268 96212 8975 2.4053e+06
360 268 96480 9000 2.412e+06
361 278 100358 9025 2.50895e+06
362 233 84346 9050 2.10865e+06
363 261 94743 9075 2.36857e+06
364 216 78624 9100 1.9656e+06
365 257 93805 9125 2.34512e+06
366 249 91134 9150 2.27835e+06
367 252 92484 9175 2.3121e+06
368 269 98992 9200 2.4748e+06
369 279 102951 9225 2.57377e+06
370 268 99160 9250 2.479e+06
371 263 97573 9275 2.43932e+06
372 237 88164 9300 2.2041e+06
373 260 96980 9325 2.4245e+06
374 229 85646 9350 2.14115e+06
375 246 92250 9375 2.30625e+06
376 286 107536 9400 2.6884e+06
377 223 84071 9425 2.10177e+06
378 283 106974 9450 2.67435e+06
379 239 90581 9475 2.26452e+06
380 273 103740 9500 2.5935e+06
381 254 96774 9525 2.41935e+06
382 234 89388 9550 2.2347e+06
383 253 96899 9575 2.42247e+06
384 249 95616 9600 2.3904e+06
385 233 89705 9625 2.24262e+06
386 224 86464 9650 2.1616e+06
387 245 94815 9675 2.37037e+06
388 249 96612 9700 2.4153e+06
389 238 92582 9725 2.31455e+06
390 220 85800 9750 2.145e+06
391 230 89930 9775 2.24825e+06
392 268 105056 9800 2.6264e+06
393 240 94320 9825 2.358e+06
394 245 96530 9850 2.41325e+06
395 249 98355 9875 2.45887e+06
396 216 85536 9900 2.1384e+06
397 226 89722 9925 2.24305e+06
398 224 89152 9950 2.2288e+06
399 243 96957 9975 2.42392e+06
400 220 88000 10000 2.2e+06
401 251 100651 10025 2.51627e+06
402 230 92460 10050 2.3115e+06
403 219 88257 10075 2.20642e+06
404 236 95344 10100 2.3836e+06
405 237 95985 10125 2.39962e+06
406 262 106372 10150 2.6593e+06
407 238 96866 10175 2.42165e+06
408 240 97920 10200 2.448e+06
409 200 81800 10225 2.045e+06
410 219 89790 10250 2.24475e+06
411 225 92475 10275 2.31187e+06
412 222 91464 10300 2.2866e+06
413 232 95816 10325 2.3954e+06
414 219 90666 10350 2.26665e+06
415 219 90885 10375 2.27212e+06
416 200 83200 10400 2.08e+06
417 214 89238 10425 2.23095e+06
418 236 98648 10450 2.4662e+06
419 206 86314 10475 2.15785e+06
420 232 97440 10500 2.436e+06
421 225 94725 10525 2.36812e+06
422 222 93684 10550 2.3421e+06
423 213 90099 10575 2.25247e+06
424 207 87768 10600 2.1942e+06
425 218 92650 10625 2.31625e+06
426 211 89886 10650 2.24715e+06
427 201 85827 10675 2.14567e+06
428 198 84744 10700 2.1186e+06
429 200 85800 10725 2.145e+06
430 215 92450 10750 2.31125e+06
431 201 86631 10775 2.16577e+06
432 210 90720 10800 2.268e+06
433 195 84435 10825 2.11087e+06
434 186 80724 10850 2.0181e+06
435 193 83955 10875 2.09887e+06
436 204 88944 10900 2.2236e+06
437 196 85652 10925 2.1413e+06
438 208 91104 10950 2.2776e+06
439 210 92190 10975 2.30475e+06
440 168 73920 11000 1.848e+06
441 188 82908 11025 2.0727e+06
442 194 85748 11050 2.1437e+06
443 216 95688 11075 2.3922e+06
444 194 86136 11100 2.1534e+06
445 161 71645 11125 1.79112e+06
446 203 90538 11150 2.26345e+06
447 215 96105 11175 2.40262e+06
448 181 81088 11200 2.0272e+06
449 195 87555 11225 2.18887e+06
450 176 79200 11250 1.98e+06
451 199 89749 11275 2.24372e+06
452 187 84524 11300 2.1131e+06
453 171 77463 11325 1.93657e+06
454 189 85806 11350 2.14515e+06
455 170 77350 11375 1.93375e+06
456 190 86640 11400 2.166e+06
457 170 77690 11425 1.94225e+06
458 178 81524 11450 2.0381e+06
459 176 80784 11475 2.0196e+06
460 178 81880 11500 2.047e+06
461 157 72377 11525 1.80942e+06
462 184 85008 11550 2.1252e+06
463 159 73617 11575 1.84042e+06
464 162 75168 11600 1.8792e+06
465 186 86490 11625 2.16225e+06
466 173 80618 11650 2.01545e+06
467 146 68182 11675 1.70455e+06
468 176 82368 11700 2.0592e+06
469 166 77854 11725 1.94635e+06
470 185 86950 11750 2.17375e+06
471 168 79128 11775 1.9782e+06
472 172 81184 11800 2.0296e+06
473 168 79464 11825 1.9866e+06
474 160 75840 11850 1.896e+06
475 168 79800 11875 1.995e+06
476 150 71400 11900 1.785e+06
477 155 73935 11925 1.84837e+06
478 182 86996 11950 2.1749e+06
479 177 84783 11975 2.11957e+06
480 199 95520 12000 2.388e+06
481 146 70226 12025 1.75565e+06
482 162 78084 12050 1.9521e+06
483 163 78729 12075 1.96822e+06
484 139 67276 12100 1.6819e+06
485 183 88755 12125 2.21887e+06
486 157 76302 12150 1.90755e+06
487 151 73537 12175 1.83842e+06
488 154 75152 12200 1.8788e+06
489 173 84597 12225 2.11492e+06
490 147 72030 12250 1.80075e+06
491 166 81506 12275 2.03765e+06
492 149 73308 12300 1.8327e+06
493 139 68527 12325 1.71317e+06
494 164 81016 12350 2.0254e+06
495 151 74745 12375 1.86862e+06
496 143 70928 12400 1.7732e+06
497 155 77035 12425 1.92587e+06
498 147 73206 12450 1.83015e+06
499 144 71856 12475 1.7964e+06
500 159 79500 12500 1.9875e+06
501 143 71643 12525 1.79107e+06
502 155 77810 12550 1.94525e+06
503 151 75953 12575 1.89882e+06
504 144 72576 12600 1.8144e+06
505 144 72720 12625 1.818e+06
506 151 76406 12650 1.91015e+06
507 140 70980 12675 1.7745e+06
508 149 75692 12700 1.8923e+06
509 145 73805 12725 1.84512e+06
510 153 78030 12750 1.95075e+06
511 147 75117 12775 1.87792e+06
512 164 83968 12800 2.0992e+06


HISTOGRAM_DE_NIVELES:
Nodos_hoja_analizados: 168364

x_i n_i

7 4
8 41742
9 85777
10 36211
11 4480
12 142
13 8


