owm-sycl-cpu;Alcoy;0.39156;0.19734;0;64
owm-sycl-cpu;Arzua;0.81953;0.20572;0;128
owm-sycl-cpu;BrionF;0.97860;0.11668;0;128
owm-sycl-cpu;BrionU;1.11537;0.13184;0;128
owm-sycl-cpu-nomemo;Alcoy;0.39061;0.20861;0;64
owm-sycl-cpu-nomemo;Arzua;0.81597;0.25320;0;128
owm-sycl-cpu-nomemo;BrionF;0.95954;0.19757;0;512
owm-sycl-cpu-nomemo;BrionU;1.08463;0.22712;0;512
owm-sycl-igpu;Alcoy;3.07278;1.03355;0;8
owm-sycl-igpu;Arzua;2.64879;1.12665;0;16
owm-sycl-igpu;BrionF;7.38073;0.64787;0;16
owm-sycl-igpu;BrionU;3.38511;0.70229;0;16
owm-sycl-igpu-nomemo;Alcoy;2.92565;1.39819;0;64
owm-sycl-igpu-nomemo;Arzua;2.51362;2.41186;0;128
owm-sycl-igpu-nomemo;BrionF;7.24851;1.97428;0;64
owm-sycl-igpu-nomemo;BrionU;3.23104;2.28891;0;128
owm-sycl-dgpu;Alcoy;0.18414;0.22489;0;64
owm-sycl-dgpu;Arzua;0.29517;0.21774;0;16
owm-sycl-dgpu;BrionF;0.62363;0.15756;0;64
owm-sycl-dgpu;BrionU;0.47400;0.16094;0;32
owm-sycl-dgpu-nomemo;Alcoy;0.18361;0.26850;0;64
owm-sycl-dgpu-nomemo;Arzua;0.20701;0.48037;0;128
owm-sycl-dgpu-nomemo;BrionF;0.60692;0.44840;0;128
owm-sycl-dgpu-nomemo;BrionU;0.42808;0.50551;0;128
owm-cuda;Alcoy;0.02307;0.11999;0;32
owm-cuda;Arzua;0.04114;0.16258;0;64
owm-cuda;BrionF;0.06109;0.09810;0;64
owm-cuda;BrionU;0.07097;0.10637;0;64
owm-cuda-nomemo;Alcoy;0.02152;0.13935;0;64
owm-cuda-nomemo;Arzua;0.03954;0.23413;0;128
owm-cuda-nomemo;BrionF;0.06095;0.23801;0;256
owm-cuda-nomemo;BrionU;0.06801;0.25478;0;256
