HISTOGRAM: ../bin/data/ArzuaH_salida.xyz.csv
N_puntos: 40706503
N_nodos: 349525
N_nodos_hoja: 262144
MinRadius: 0.6 m
Area_minima: 1.44 m^2

OBSERVADO: 
N_medio_pts/nodo: 155
__min: 0
__max: 6606
Densidad_media: 107.835
__min: 0
__max: 4587.5

ESTIMADO: 
N_medio_pts/nodo: 58.6185
Densidad_media: 40.7073

x_i n_i x_i*n_i rho_i rho_i*n_i
448 59 26432 311.111 18355.6
449 47 21103 311.806 14654.9
450 46 20700 312.5 14375
451 52 23452 313.194 16286.1
452 46 20792 313.889 14438.9
453 45 20385 314.583 14156.2
454 42 19068 315.278 13241.7
455 48 21840 315.972 15166.7
456 46 20976 316.667 14566.7
457 62 28334 317.361 19676.4
458 49 22442 318.056 15584.7
459 44 20196 318.75 14025
460 55 25300 319.444 17569.4
461 51 23511 320.139 16327.1
462 55 25410 320.833 17645.8
463 42 19446 321.528 13504.2
464 46 21344 322.222 14822.2
465 44 20460 322.917 14208.3
466 56 26096 323.611 18122.2
467 54 25218 324.306 17512.5
468 46 21528 325 14950
469 47 22043 325.694 15307.6
470 54 25380 326.389 17625
471 44 20724 327.083 14391.7
472 47 22184 327.778 15405.6
473 43 20339 328.472 14124.3
474 47 22278 329.167 15470.8
475 53 25175 329.861 17482.6
476 35 16660 330.556 11569.4
477 43 20511 331.25 14243.7
478 60 28680 331.944 19916.7
479 63 30177 332.639 20956.2
480 47 22560 333.333 15666.7
481 53 25493 334.028 17703.5
482 41 19762 334.722 13723.6
483 42 20286 335.417 14087.5
484 40 19360 336.111 13444.4
485 54 26190 336.806 18187.5
486 34 16524 337.5 11475
487 43 20941 338.194 14542.4
488 47 22936 338.889 15927.8
489 65 31785 339.583 22072.9
490 46 22540 340.278 15652.8
491 33 16203 340.972 11252.1
492 42 20664 341.667 14350
493 38 18734 342.361 13009.7
494 43 21242 343.056 14751.4
495 47 23265 343.75 16156.2
496 43 21328 344.444 14811.1
497 46 22862 345.139 15876.4
498 45 22410 345.833 15562.5
499 39 19461 346.528 13514.6
500 40 20000 347.222 13888.9
501 41 20541 347.917 14264.6
502 43 21586 348.611 14990.3
503 40 20120 349.306 13972.2
504 51 25704 350 17850
505 37 18685 350.694 12975.7
506 38 19228 351.389 13352.8
507 31 15717 352.083 10914.6
508 52 26416 352.778 18344.4
509 39 19851 353.472 13785.4
510 43 21930 354.167 15229.2
511 31 15841 354.861 11000.7
512 46 23552 355.556 16355.6
513 50 25650 356.25 17812.5
514 28 14392 356.944 9994.44
515 47 24205 357.639 16809
516 43 22188 358.333 15408.3
517 42 21714 359.028 15079.2
518 22 11396 359.722 7913.89
519 42 21798 360.417 15137.5
520 49 25480 361.111 17694.4
521 42 21882 361.806 15195.8
522 25 13050 362.5 9062.5
523 49 25627 363.194 17796.5
524 47 24628 363.889 17102.8
525 35 18375 364.583 12760.4
526 25 13150 365.278 9131.94
527 35 18445 365.972 12809
528 39 20592 366.667 14300
529 36 19044 367.361 13225
530 31 16430 368.056 11409.7
531 33 17523 368.75 12168.7
