HISTOGRAM: ../bin/data/BrionUH_salida.xyz.csv
N_puntos: 48024480
N_nodos: 200557
N_nodos_hoja: 150411
MinRadius: 0.6 m
Area_minima: 1.44 m^2

OBSERVADO: 
N_medio_pts/nodo: 319
__min: 0
__max: 1942
Densidad_media: 221.728
__min: 0
__max: 1348.61

ESTIMADO: 
N_medio_pts/nodo: 175.84
Densidad_media: 122.111

x_i n_i x_i*n_i rho_i rho_i*n_i
802 26 20852 556.944 14480.6
803 23 18469 557.639 12825.7
804 23 18492 558.333 12841.7
805 22 17710 559.028 12298.6
806 30 24180 559.722 16791.7
807 30 24210 560.417 16812.5
808 20 16160 561.111 11222.2
809 20 16180 561.806 11236.1
810 21 17010 562.5 11812.5
811 24 19464 563.194 13516.7
812 26 21112 563.889 14661.1
813 20 16260 564.583 11291.7
814 18 14652 565.278 10175
815 20 16300 565.972 11319.4
816 23 18768 566.667 13033.3
817 24 19608 567.361 13616.7
818 24 19632 568.056 13633.3
819 19 15561 568.75 10806.2
820 12 9840 569.444 6833.33
821 20 16420 570.139 11402.8
822 14 11508 570.833 7991.67
823 19 15637 571.528 10859
824 26 21424 572.222 14877.8
825 18 14850 572.917 10312.5
826 22 18172 573.611 12619.4
827 18 14886 574.306 10337.5
828 17 14076 575 9775
829 22 18238 575.694 12665.3
830 16 13280 576.389 9222.22
831 16 13296 577.083 9233.33
832 25 20800 577.778 14444.4
833 21 17493 578.472 12147.9
834 10 8340 579.167 5791.67
835 15 12525 579.861 8697.92
836 18 15048 580.556 10450
837 12 10044 581.25 6975
838 16 13408 581.944 9311.11
839 18 15102 582.639 10487.5
840 19 15960 583.333 11083.3
841 16 13456 584.028 9344.44
842 18 15156 584.722 10525
843 18 15174 585.417 10537.5
844 20 16880 586.111 11722.2
845 14 11830 586.806 8215.28
846 17 14382 587.5 9987.5
847 17 14399 588.194 9999.3
848 9 7632 588.889 5300
849 17 14433 589.583 10022.9
850 10 8500 590.278 5902.78
851 19 16169 590.972 11228.5
852 16 13632 591.667 9466.67
853 21 17913 592.361 12439.6
854 10 8540 593.056 5930.56
855 13 11115 593.75 7718.75
856 11 9416 594.444 6538.89
857 12 10284 595.139 7141.67
858 17 14586 595.833 10129.2
859 15 12885 596.528 8947.92
860 16 13760 597.222 9555.55
861 9 7749 597.917 5381.25
862 14 12068 598.611 8380.55
863 19 16397 599.306 11386.8
864 20 17280 600 12000
865 18 15570 600.694 10812.5
866 13 11258 601.389 7818.05
867 19 16473 602.083 11439.6
868 16 13888 602.778 9644.44
869 13 11297 603.472 7845.14
870 15 13050 604.167 9062.5
871 21 18291 604.861 12702.1
872 13 11336 605.556 7872.22
873 16 13968 606.25 9700
874 8 6992 606.944 4855.56
875 15 13125 607.639 9114.58
876 19 16644 608.333 11558.3
877 15 13155 609.028 9135.42
878 14 12292 609.722 8536.11
879 10 8790 610.417 6104.17
880 21 18480 611.111 12833.3
881 12 10572 611.806 7341.67
882 10 8820 612.5 6125
883 15 13245 613.194 9197.92
884 10 8840 613.889 6138.89
885 16 14160 614.583 9833.33
886 17 15062 615.278 10459.7
887 16 14192 615.972 9855.55
888 10 8880 616.667 6166.67
889 10 8890 617.361 6173.61
890 6 5340 618.056 3708.33
891 10 8910 618.75 6187.5
892 17 15164 619.444 10530.6
893 12 10716 620.139 7441.67
894 14 12516 620.833 8691.67
895 10 8950 621.528 6215.28
896 7 6272 622.222 4355.56
897 10 8970 622.917 6229.17
898 11 9878 623.611 6859.72
899 12 10788 624.306 7491.67
900 11 9900 625 6875
901 10 9010 625.694 6256.94
902 8 7216 626.389 5011.11
903 17 15351 627.083 10660.4
904 21 18984 627.778 13183.3
905 13 11765 628.472 8170.14
906 15 13590 629.167 9437.5
907 11 9977 629.861 6928.47
908 17 15436 630.556 10719.4
909 11 9999 631.25 6943.75
910 7 6370 631.944 4423.61
911 8 7288 632.639 5061.11
912 14 12768 633.333 8866.67
913 7 6391 634.028 4438.19
914 8 7312 634.722 5077.78
915 11 10065 635.417 6989.58
916 10 9160 636.111 6361.11
917 10 9170 636.806 6368.06
918 8 7344 637.5 5100
919 9 8271 638.194 5743.75
920 14 12880 638.889 8944.44
921 5 4605 639.583 3197.92
922 7 6454 640.278 4481.94
923 10 9230 640.972 6409.72
924 6 5544 641.667 3850
925 7 6475 642.361 4496.53
926 8 7408 643.056 5144.44
927 13 12051 643.75 8368.75
928 11 10208 644.444 7088.89
929 11 10219 645.139 7096.53
930 12 11160 645.833 7750
931 6 5586 646.528 3879.17
932 7 6524 647.222 4530.56
933 7 6531 647.917 4535.42
934 8 7472 648.611 5188.89
935 11 10285 649.306 7142.36
936 7 6552 650 4550
937 10 9370 650.694 6506.94
938 9 8442 651.389 5862.5
939 11 10329 652.083 7172.92
940 8 7520 652.778 5222.22
941 13 12233 653.472 8495.14
942 10 9420 654.167 6541.67
943 2 1886 654.861 1309.72
944 9 8496 655.556 5900
945 13 12285 656.25 8531.25
946 5 4730 656.944 3284.72
947 2 1894 657.639 1315.28
948 7 6636 658.333 4608.33
949 10 9490 659.028 6590.28
950 6 5700 659.722 3958.33
951 5 4755 660.417 3302.08
952 6 5712 661.111 3966.67
953 7 6671 661.806 4632.64
954 5 4770 662.5 3312.5
955 8 7640 663.194 5305.56
956 11 10516 663.889 7302.78
957 12 11484 664.583 7975
958 4 3832 665.278 2661.11
959 8 7672 665.972 5327.78
960 2 1920 666.667 1333.33
961 8 7688 667.361 5338.89
962 7 6734 668.056 4676.39
963 7 6741 668.75 4681.25
964 7 6748 669.444 4686.11
965 6 5790 670.139 4020.83
966 9 8694 670.833 6037.5
967 3 2901 671.528 2014.58
968 5 4840 672.222 3361.11
969 5 4845 672.917 3364.58
970 7 6790 673.611 4715.28
971 7 6797 674.306 4720.14
972 8 7776 675 5400
973 5 4865 675.694 3378.47
974 7 6818 676.389 4734.72
975 3 2925 677.083 2031.25
976 5 4880 677.778 3388.89
977 9 8793 678.472 6106.25
978 9 8802 679.167 6112.5
979 10 9790 679.861 6798.61
980 3 2940 680.556 2041.67
981 4 3924 681.25 2725
982 6 5892 681.944 4091.67
983 6 5898 682.639 4095.83
984 5 4920 683.333 3416.67
985 6 5910 684.028 4104.17
986 6 5916 684.722 4108.33
987 4 3948 685.417 2741.67
988 7 6916 686.111 4802.78
989 7 6923 686.806 4807.64
990 10 9900 687.5 6875
991 3 2973 688.194 2064.58
992 7 6944 688.889 4822.22
993 12 11916 689.583 8275
994 9 8946 690.278 6212.5
995 7 6965 690.972 4836.81
996 6 5976 691.667 4150
997 7 6979 692.361 4846.53
998 6 5988 693.056 4158.33
999 7 6993 693.75 4856.25
1000 6 6000 694.444 4166.67
1001 10 10010 695.139 6951.39
1002 7 7014 695.833 4870.83
1003 6 6018 696.528 4179.17
1004 9 9036 697.222 6275
1005 5 5025 697.917 3489.58
1006 4 4024 698.611 2794.44
1007 4 4028 699.305 2797.22
1008 6 6048 700 4200
1009 5 5045 700.694 3503.47
1010 6 6060 701.389 4208.33
1011 3 3033 702.083 2106.25
1012 4 4048 702.778 2811.11
1013 6 6078 703.472 4220.83
1014 5 5070 704.167 3520.83
1015 6 6090 704.861 4229.17
1016 9 9144 705.555 6350
1017 2 2034 706.25 1412.5
1018 5 5090 706.944 3534.72
1019 4 4076 707.639 2830.56
1020 11 11220 708.333 7791.67
1021 5 5105 709.028 3545.14
1022 5 5110 709.722 3548.61
1023 4 4092 710.417 2841.67
1024 7 7168 711.111 4977.78
1025 4 4100 711.805 2847.22
1026 6 6156 712.5 4275
1027 6 6162 713.194 4279.17
1028 5 5140 713.889 3569.44
1029 5 5145 714.583 3572.92
1030 6 6180 715.278 4291.67
1031 5 5155 715.972 3579.86
1032 9 9288 716.667 6450
1033 2 2066 717.361 1434.72
1034 7 7238 718.055 5026.39
1035 6 6210 718.75 4312.5
1036 4 4144 719.444 2877.78
1037 5 5185 720.139 3600.69
1038 7 7266 720.833 5045.83
1039 4 4156 721.528 2886.11
1040 6 6240 722.222 4333.33
1041 6 6246 722.917 4337.5
1042 3 3126 723.611 2170.83
1043 6 6258 724.305 4345.83
1044 3 3132 725 2175
1045 9 9405 725.694 6531.25
1046 3 3138 726.389 2179.17
1047 3 3141 727.083 2181.25
1048 4 4192 727.778 2911.11
1049 4 4196 728.472 2913.89
1050 4 4200 729.167 2916.67
1051 1 1051 729.861 729.861
1052 4 4208 730.555 2922.22
1053 6 6318 731.25 4387.5
1054 4 4216 731.944 2927.78
1055 3 3165 732.639 2197.92
1056 3 3168 733.333 2200
1057 1 1057 734.028 734.028
1058 7 7406 734.722 5143.06
1059 2 2118 735.417 1470.83
1060 5 5300 736.111 3680.56
1061 1 1061 736.805 736.805
1062 1 1062 737.5 737.5
1063 3 3189 738.194 2214.58
1064 6 6384 738.889 4433.33
1065 4 4260 739.583 2958.33
1066 4 4264 740.278 2961.11
1067 3 3201 740.972 2222.92
1068 4 4272 741.667 2966.67
1069 3 3207 742.361 2227.08
1070 7 7490 743.055 5201.39
1071 4 4284 743.75 2975
1072 3 3216 744.444 2233.33
1073 3 3219 745.139 2235.42
1074 1 1074 745.833 745.833
1075 1 1075 746.528 746.528
1076 4 4304 747.222 2988.89
1077 4 4308 747.917 2991.67
1078 5 5390 748.611 3743.06
1079 3 3237 749.305 2247.92
1080 4 4320 750 3000
1081 4 4324 750.694 3002.78
1082 4 4328 751.389 3005.56
1083 2 2166 752.083 1504.17
1084 4 4336 752.778 3011.11
1085 2 2170 753.472 1506.94
1086 4 4344 754.167 3016.67
1087 1 1087 754.861 754.861
1088 4 4352 755.555 3022.22
1089 3 3267 756.25 2268.75
1090 3 3270 756.944 2270.83
1091 3 3273 757.639 2272.92
1092 6 6552 758.333 4550
1093 1 1093 759.028 759.028
1094 2 2188 759.722 1519.44
1095 5 5475 760.417 3802.08
1096 3 3288 761.111 2283.33
1097 1 1097 761.805 761.805
1098 3 3294 762.5 2287.5
1099 4 4396 763.194 3052.78
1100 4 4400 763.889 3055.56
1101 3 3303 764.583 2293.75
1102 1 1102 765.278 765.278
1103 5 5515 765.972 3829.86
1104 6 6624 766.667 4600
1105 2 2210 767.361 1534.72
1106 2 2212 768.055 1536.11
1107 2 2214 768.75 1537.5
1108 1 1108 769.444 769.444
1109 3 3327 770.139 2310.42
1110 3 3330 770.833 2312.5
1111 3 3333 771.528 2314.58
1112 6 6672 772.222 4633.33
1113 5 5565 772.917 3864.58
1114 3 3342 773.611 2320.83
1115 6 6690 774.305 4645.83
1116 2 2232 775 1550
1117 2 2234 775.694 1551.39
1118 2 2236 776.389 1552.78
1119 1 1119 777.083 777.083
1120 1 1120 777.778 777.778
1121 2 2242 778.472 1556.94
1122 1 1122 779.167 779.167
1123 2 2246 779.861 1559.72
1125 6 6750 781.25 4687.5
1126 2 2252 781.944 1563.89
1127 3 3381 782.639 2347.92
1128 1 1128 783.333 783.333
1129 4 4516 784.028 3136.11
1130 5 5650 784.722 3923.61
1131 2 2262 785.417 1570.83
1132 1 1132 786.111 786.111
1133 3 3399 786.805 2360.42
1134 1 1134 787.5 787.5
1135 1 1135 788.194 788.194
1136 1 1136 788.889 788.889
1138 3 3414 790.278 2370.83
1139 1 1139 790.972 790.972
1140 4 4560 791.667 3166.67
1142 1 1142 793.055 793.055
1143 3 3429 793.75 2381.25
1144 2 2288 794.444 1588.89
1145 3 3435 795.139 2385.42
1146 3 3438 795.833 2387.5
1147 2 2294 796.528 1593.06
1148 4 4592 797.222 3188.89
1149 2 2298 797.917 1595.83
1150 3 3450 798.611 2395.83
1152 3 3456 800 2400
1153 2 2306 800.694 1601.39
1154 1 1154 801.389 801.389
1156 4 4624 802.778 3211.11
1157 1 1157 803.472 803.472
1158 1 1158 804.167 804.167
1159 5 5795 804.861 4024.31
1160 3 3480 805.555 2416.67
1161 4 4644 806.25 3225
1162 5 5810 806.944 4034.72
1163 3 3489 807.639 2422.92
1164 3 3492 808.333 2425
1165 1 1165 809.028 809.028
1166 3 3498 809.722 2429.17
1167 4 4668 810.417 3241.67
1168 1 1168 811.111 811.111
1169 1 1169 811.805 811.805
1170 1 1170 812.5 812.5
1171 1 1171 813.194 813.194
1172 1 1172 813.889 813.889
1173 2 2346 814.583 1629.17
1174 3 3522 815.278 2445.83
1175 2 2350 815.972 1631.94
1176 2 2352 816.667 1633.33
1178 1 1178 818.055 818.055
1179 2 2358 818.75 1637.5
1180 2 2360 819.444 1638.89
1181 1 1181 820.139 820.139
1182 1 1182 820.833 820.833
1183 2 2366 821.528 1643.06
1185 2 2370 822.917 1645.83
1186 1 1186 823.611 823.611
1187 4 4748 824.305 3297.22
1188 1 1188 825 825
1189 3 3567 825.694 2477.08
1190 1 1190 826.389 826.389
1193 1 1193 828.472 828.472
1194 2 2388 829.167 1658.33
1195 1 1195 829.861 829.861
1196 1 1196 830.555 830.555
1197 1 1197 831.25 831.25
1199 2 2398 832.639 1665.28
1200 2 2400 833.333 1666.67
1201 1 1201 834.028 834.028
1202 4 4808 834.722 3338.89
1203 1 1203 835.417 835.417
1204 3 3612 836.111 2508.33
1205 2 2410 836.805 1673.61
1206 1 1206 837.5 837.5
1210 3 3630 840.278 2520.83
1211 3 3633 840.972 2522.92
1213 2 2426 842.361 1684.72
1214 2 2428 843.055 1686.11
1216 1 1216 844.444 844.444
1217 2 2434 845.139 1690.28
1218 1 1218 845.833 845.833
1219 1 1219 846.528 846.528
1221 3 3663 847.917 2543.75
1222 1 1222 848.611 848.611
1223 4 4892 849.305 3397.22
1224 3 3672 850 2550
1228 1 1228 852.778 852.778
1229 1 1229 853.472 853.472
1231 1 1231 854.861 854.861
1232 2 2464 855.555 1711.11
1233 2 2466 856.25 1712.5
1235 2 2470 857.639 1715.28
1238 1 1238 859.722 859.722
1239 2 2478 860.417 1720.83
1240 3 3720 861.111 2583.33
1241 1 1241 861.805 861.805
1242 2 2484 862.5 1725
1243 3 3729 863.194 2589.58
1244 1 1244 863.889 863.889
1246 4 4984 865.278 3461.11
1247 2 2494 865.972 1731.94
1248 2 2496 866.667 1733.33
1249 1 1249 867.361 867.361
1250 1 1250 868.055 868.055
1252 1 1252 869.444 869.444
1253 1 1253 870.139 870.139
1254 1 1254 870.833 870.833
1255 1 1255 871.528 871.528
1257 2 2514 872.917 1745.83
1258 3 3774 873.611 2620.83
1263 3 3789 877.083 2631.25
1264 1 1264 877.778 877.778
1266 2 2532 879.167 1758.33
1268 2 2536 880.555 1761.11
1269 2 2538 881.25 1762.5
1280 1 1280 888.889 888.889
1282 1 1282 890.278 890.278
1284 1 1284 891.667 891.667
1290 2 2580 895.833 1791.67
1292 1 1292 897.222 897.222
1293 1 1293 897.917 897.917
1294 1 1294 898.611 898.611
1296 1 1296 900 900
1298 1 1298 901.389 901.389
1299 2 2598 902.083 1804.17
1300 1 1300 902.778 902.778
1302 1 1302 904.167 904.167
1303 1 1303 904.861 904.861
1304 1 1304 905.555 905.555
1310 2 2620 909.722 1819.44
1311 2 2622 910.417 1820.83
1312 1 1312 911.111 911.111
1313 1 1313 911.805 911.805
1316 1 1316 913.889 913.889
1317 1 1317 914.583 914.583
1325 3 3975 920.139 2760.42
1327 1 1327 921.528 921.528
1328 1 1328 922.222 922.222
1331 2 2662 924.305 1848.61
1333 1 1333 925.694 925.694
1337 1 1337 928.472 928.472
1342 2 2684 931.944 1863.89
1343 1 1343 932.639 932.639
1348 1 1348 936.111 936.111
1349 2 2698 936.805 1873.61
1353 2 2706 939.583 1879.17
1355 1 1355 940.972 940.972
1357 1 1357 942.361 942.361
1358 1 1358 943.055 943.055
1359 1 1359 943.75 943.75
1360 1 1360 944.444 944.444
1361 1 1361 945.139 945.139
1363 1 1363 946.528 946.528
1364 1 1364 947.222 947.222
1366 1 1366 948.611 948.611
1367 2 2734 949.305 1898.61
1369 1 1369 950.694 950.694
1379 1 1379 957.639 957.639
1381 1 1381 959.028 959.028
1382 1 1382 959.722 959.722
1383 2 2766 960.417 1920.83
1385 1 1385 961.805 961.805
1392 1 1392 966.667 966.667
1396 1 1396 969.444 969.444
1397 1 1397 970.139 970.139
1398 2 2796 970.833 1941.67
1400 1 1400 972.222 972.222
1408 1 1408 977.778 977.778
1412 1 1412 980.555 980.555
1416 1 1416 983.333 983.333
1426 1 1426 990.278 990.278
1428 1 1428 991.667 991.667
1431 1 1431 993.75 993.75
1432 1 1432 994.444 994.444
1439 2 2878 999.305 1998.61
1444 1 1444 1002.78 1002.78
1452 1 1452 1008.33 1008.33
1456 1 1456 1011.11 1011.11
1461 1 1461 1014.58 1014.58
1463 1 1463 1015.97 1015.97
1484 2 2968 1030.56 2061.11
1486 1 1486 1031.94 1031.94
1490 1 1490 1034.72 1034.72
1499 2 2998 1040.97 2081.94
1500 1 1500 1041.67 1041.67
1505 1 1505 1045.14 1045.14
1524 1 1524 1058.33 1058.33
1527 1 1527 1060.42 1060.42
1531 1 1531 1063.19 1063.19
1538 1 1538 1068.06 1068.06
1539 1 1539 1068.75 1068.75
1541 1 1541 1070.14 1070.14
1557 1 1557 1081.25 1081.25
1574 1 1574 1093.06 1093.06
1577 1 1577 1095.14 1095.14
1613 1 1613 1120.14 1120.14
1627 1 1627 1129.86 1129.86
1643 1 1643 1140.97 1140.97
1645 1 1645 1142.36 1142.36
1648 1 1648 1144.44 1144.44
1649 1 1649 1145.14 1145.14
1654 1 1654 1148.61 1148.61
1668 1 1668 1158.33 1158.33
1672 1 1672 1161.11 1161.11
1733 1 1733 1203.47 1203.47
1753 1 1753 1217.36 1217.36
1813 1 1813 1259.03 1259.03
1850 1 1850 1284.72 1284.72
1942 1 1942 1348.61 1348.61


HISTOGRAM_DE_NIVELES:
Nodos_hoja_analizados: 150418

x_i n_i

6 1664
7 295
8 823
9 147636


