HISTOGRAM: ../bin/data/BrionUH_salida.xyz.csv
N_puntos: 48024480
N_nodos: 200557
N_nodos_hoja: 150411
MinRadius: 0.6 m
Area_minima: 1.44 m^2

OBSERVADO: 
N_medio_pts/nodo: 319
__min: 0
__max: 1942
Densidad_media: 221.728
__min: 0
__max: 1348.61

ESTIMADO: 
N_medio_pts/nodo: 175.84
Densidad_media: 122.111

x_i n_i x_i*n_i rho_i rho_i*n_i
693 49 33957 481.25 23581.2
694 52 36088 481.944 25061.1
695 54 37530 482.639 26062.5
696 54 37584 483.333 26100
697 47 32759 484.028 22749.3
698 52 36296 484.722 25205.6
699 48 33552 485.417 23300
700 46 32200 486.111 22361.1
701 40 28040 486.806 19472.2
702 46 32292 487.5 22425
703 38 26714 488.194 18551.4
704 35 24640 488.889 17111.1
705 37 26085 489.583 18114.6
706 53 37418 490.278 25984.7
707 50 35350 490.972 24548.6
708 42 29736 491.667 20650
709 45 31905 492.361 22156.2
710 53 37630 493.056 26131.9
711 38 27018 493.75 18762.5
712 51 36312 494.444 25216.7
713 30 21390 495.139 14854.2
714 55 39270 495.833 27270.8
715 36 25740 496.528 17875
716 48 34368 497.222 23866.7
717 41 29397 497.917 20414.6
718 37 26566 498.611 18448.6
719 36 25884 499.306 17975
720 23 16560 500 11500
721 46 33166 500.694 23031.9
722 32 23104 501.389 16044.4
723 38 27474 502.083 19079.2
724 39 28236 502.778 19608.3
725 46 33350 503.472 23159.7
726 44 31944 504.167 22183.3
727 35 25445 504.861 17670.1
728 41 29848 505.556 20727.8
729 33 24057 506.25 16706.2
730 38 27740 506.944 19263.9
731 28 20468 507.639 14213.9
732 50 36600 508.333 25416.7
733 34 24922 509.028 17306.9
734 34 24956 509.722 17330.6
735 38 27930 510.417 19395.8
736 46 33856 511.111 23511.1
737 30 22110 511.806 15354.2
738 33 24354 512.5 16912.5
739 38 28082 513.194 19501.4
740 31 22940 513.889 15930.6
741 40 29640 514.583 20583.3
742 47 34874 515.278 24218.1
743 33 24519 515.972 17027.1
744 35 26040 516.667 18083.3
745 40 29800 517.361 20694.4
746 40 29840 518.056 20722.2
747 32 23904 518.75 16600
748 40 29920 519.444 20777.8
749 31 23219 520.139 16124.3
750 25 18750 520.833 13020.8
751 24 18024 521.528 12516.7
752 33 24816 522.222 17233.3
753 43 32379 522.917 22485.4
754 23 17342 523.611 12043.1
755 23 17365 524.306 12059
756 33 24948 525 17325
757 26 19682 525.694 13668.1
758 26 19708 526.389 13686.1
759 31 23529 527.083 16339.6
760 42 31920 527.778 22166.7
761 25 19025 528.472 13211.8
762 39 29718 529.167 20637.5
763 28 21364 529.861 14836.1
764 32 24448 530.556 16977.8
765 28 21420 531.25 14875
766 26 19916 531.944 13830.6
767 31 23777 532.639 16511.8
768 26 19968 533.333 13866.7
769 33 25377 534.028 17622.9
770 24 18480 534.722 12833.3
771 24 18504 535.417 12850
772 31 23932 536.111 16619.4
